First Matching Affiliation from Corresponding Author,First Matching Corresponding Author,Institution Guess,doi,Url to publisher,Url to fulltext in Rero Doc,Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication (YYYY-MM-DD),Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Institute of Finance, University of Lugano, Lugano, Switzerland E-mail: Antonietta.Mira@uninsubria.it","Mira, A.",usi,10.1007/s10260-011-0170-3,https://doi.org/10.1007/s10260-011-0170-3,,"Discussion of the paper: “Sampling schemes for generalized linear Dirichlet process random effects models” by M. Kyung, J. Gill, and G. Casella",,"Filippone, M.;Mira, A.;Girolami, M.",2011,Statistical Methods & Applications,"Department of Statistical Science, University College London, London, UK;Institute of Finance, University of Lugano, Lugano, Switzerland E-mail: Antonietta.Mira@uninsubria.it;Department of Statistical Science, University College London, London, UK",Springer-Verlag,,20,3,295,297,1618-2510,1613-981X,copyright,"Springer-Verlag, 2011",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1026001101703,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1026001101703&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1026001101703&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1026001101703&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of Management, Technology and Economics, ETH Zurich, Zürichbergstr. 18, 8032, Zurich, Switzerland Department of Economics, University of Lugano, 6900, Lugano, Switzerland E-mail: mfarsi@ethz.ch","Farsi, Mehdi",usi,10.1007/s11123-008-0105-7,https://doi.org/10.1007/s11123-008-0105-7,,The temporal variation of cost-efficiency in Switzerland’s hospitals: an application of mixed models,,"Farsi, Mehdi",2008,Journal of Productivity Analysis,"Department of Management, Technology and Economics, ETH Zurich, Zürichbergstr. 18, 8032, Zurich, Switzerland Department of Economics, University of Lugano, 6900, Lugano, Switzerland E-mail: mfarsi@ethz.ch",Springer US; http://www.springer-ny.com,,30,2,155,168,0895-562X,1573-0441,copyright,"Springer Science+Business Media, LLC, 2008",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1112300801057,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1112300801057&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1112300801057&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1112300801057&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of Economics and Technology Management, University of Bergamo, Bergamo, Italy Department of Economics, University of Lugano, Lugano, Switzerland E-mail: giuliano.masiero@lu.unisi.ch","Masiero, Giuliano",usi,10.1007/s00038-010-0167-y,https://doi.org/10.1007/s00038-010-0167-y,,Socioeconomic determinants of outpatient antibiotic use in Europe,,"Masiero, Giuliano;Filippini, Massimo;Ferech, Matus;Goossens, Herman",2010,International Journal of Public Health,"Department of Economics and Technology Management, University of Bergamo, Bergamo, Italy Department of Economics, University of Lugano, Lugano, Switzerland E-mail: giuliano.masiero@lu.unisi.ch;Department of Economics, University of Lugano, Lugano, Switzerland ETH Zurich, Zurich, Switzerland;Laboratory of Medical Microbiology, Vaccine and Infectious Diseases Institute, University of Antwerp, Antwerp, Belgium Enterprise and Industry DG, Pharmaceuticals Unit, European Commission, Brussels, Belgium;Laboratory of Medical Microbiology, Vaccine and Infectious Diseases Institute, University of Antwerp, Antwerp, Belgium",SP Birkhäuser Verlag Basel,,55,5,469,478,1661-8556,1661-8564,copyright,"The Author(s), 2010",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s000380100167y,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s000380100167y&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s000380100167y&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s000380100167y&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Institute for Research in Biomedicine, Via Vincenzo Vela 6, 6500, Bellinzona, Switzerland E-mail: silvia.monticelli@irb.unisi.ch","Monticelli, Silvia",usi,10.1007/s00005-010-0086-x,https://doi.org/10.1007/s00005-010-0086-x,,Human Mast Cells and Mastocytosis: Harnessing MicroRNA Expression as a New Approach to Therapy?,,"Deho’, Lorenzo;Monticelli, Silvia",2010,Archivum Immunologiae et Therapiae Experimentalis,"Institute for Research in Biomedicine, Via Vincenzo Vela 6, 6500, Bellinzona, Switzerland;Institute for Research in Biomedicine, Via Vincenzo Vela 6, 6500, Bellinzona, Switzerland E-mail: silvia.monticelli@irb.unisi.ch",SP Birkhäuser Verlag Basel,,58,4,279,286,0004-069X,1661-4917,copyright,"L. Hirszfeld Institute of Immunology and Experimental Therapy, Wroclaw, Poland, 2010",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s000050100086x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s000050100086x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s000050100086x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s000050100086x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Faculty of Informatics, University of Lugano, Lugano, Switzerland E-mail: adina.diana.mosincat@usi.ch","Mosincat, Adina",usi,10.1007/s10009-010-0181-7,https://doi.org/10.1007/s10009-010-0181-7,,Automated maintenance of service compositions with SLA violation detection and dynamic binding,,"Mosincat, Adina;Binder, Walter",2011,International Journal on Software Tools for Technology Transfer,"Faculty of Informatics, University of Lugano, Lugano, Switzerland E-mail: adina.diana.mosincat@usi.ch;Faculty of Informatics, University of Lugano, Lugano, Switzerland E-mail: walter.binder@usi.ch",Springer-Verlag,,13,,167,179,1433-2779,1433-2787,copyright,"Springer-Verlag, 2010",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1000901001817,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1000901001817&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1000901001817&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1000901001817&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Academy of Architecture, Università della Svizzera Italiana, Largo Bernasconi 2, CH-6850, Mendrisio, Switzerland E-mail: paolo.giordano@usi.ch","Giordano, P.",usi,10.1134/S1061920810020032,https://doi.org/10.1134/S1061920810020032,,Infinitesimals without logic,,"Giordano, P.",2010,Russian Journal of Mathematical Physics,"Academy of Architecture, Università della Svizzera Italiana, Largo Bernasconi 2, CH-6850, Mendrisio, Switzerland E-mail: paolo.giordano@usi.ch",SP MAIK Nauka/Interperiodica,,17,2,159,191,1061-9208,1555-6638,copyright,"Pleiades Publishing, Ltd., 2010",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101134S1061920810020032,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101134S1061920810020032&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101134S1061920810020032&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101134S1061920810020032&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"University of Lugano, Lugano, Switzerland Phonak AG, Stäfa, Switzerland E-mail: aliaksei.tsitovich@phonak.com","Tsitovich, Aliaksei",usi,10.1007/s10703-012-0176-y,https://doi.org/10.1007/s10703-012-0176-y,,Loop summarization using state and transition invariants,,"Kroening, Daniel;Sharygina, Natasha;Tonetta, Stefano;Tsitovich, Aliaksei;Wintersteiger, Christoph M.",2013,Formal Methods in System Design,"University of Oxford, Oxford, UK;University of Lugano, Lugano, Switzerland;Fondazione Bruno Kessler, Trento, Italy;University of Lugano, Lugano, Switzerland Phonak AG, Stäfa, Switzerland E-mail: aliaksei.tsitovich@phonak.com;Microsoft Research, Cambridge, UK",Springer US; http://www.springer-ny.com,2018-06-01,42,3,221,261,0925-9856,1572-8102,copyright,"Springer Science+Business Media New York, 2012",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s107030120176y,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s107030120176y&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s107030120176y&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s107030120176y&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Istituto Dalle Molle di Studi sull’Intelligenza Artificiale (IDSIA), Scuola Universitaria Professionale della Svizzera Italiana (SUPSI), Galleria 2, 6928, Manno, Switzerland E-mail: roberto@idsia.ch","Montemanni, Roberto",usi,10.1007/s10623-012-9623-4,https://doi.org/10.1007/s10623-012-9623-4,,Permutation codes with specified packing radius,,"Smith, Derek H.;Montemanni, Roberto",2013,"Designs, Codes and Cryptography","Division of Mathematics and Statistics, University of Glamorgan, CF37 1DL, Pontypridd, Wales, UK E-mail: dhsmith@glam.ac.uk;Istituto Dalle Molle di Studi sull’Intelligenza Artificiale (IDSIA), Scuola Universitaria Professionale della Svizzera Italiana (SUPSI), Galleria 2, 6928, Manno, Switzerland E-mail: roberto@idsia.ch",Springer US; http://www.springer-ny.com,2018-10-01,69,1,95,106,0925-1022,1573-7586,copyright,"Springer Science+Business Media, LLC, 2012",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1062301296234,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1062301296234&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1062301296234&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1062301296234&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of Economics, University of Lugano, Lugano, Switzerland Department of Economics and Technology Management, University of Bergamo, Bergamo, Italy E-mail: giuliano.masiero@unibg.it","Masiero, G.",usi,10.1007/s10198-012-0404-9,https://doi.org/10.1007/s10198-012-0404-9,,Assessing the impact of national antibiotic campaigns in Europe,,"Filippini, M.;Ortiz, L. G. González;Masiero, G.",2013,The European Journal of Health Economics,"Department of Economics, University of Lugano, Lugano, Switzerland ETH, Zurich, Switzerland;Department of Economics, University of Lugano, Lugano, Switzerland;Department of Economics, University of Lugano, Lugano, Switzerland Department of Economics and Technology Management, University of Bergamo, Bergamo, Italy E-mail: giuliano.masiero@unibg.it",Springer-Verlag,2018-08-01,14,4,587,599,1618-7598,1618-7601,copyright,"Springer-Verlag, 2012",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1019801204049,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1019801204049&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1019801204049&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1019801204049&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Università della Svizzera Italiana, Via Buffi 13, 6900, Lugano, Switzerland College of Business, Zayed University, P.O. Box 19282, Dubayy, United Arab Emirates E-mail: chrysi.rapanta@zu.ac.ae","Rapanta, Chrysi",usi,10.1007/s11423-013-9306-5,https://doi.org/10.1007/s11423-013-9306-5,,Team design communication patterns in e-learning design and development,,"Rapanta, Chrysi;Maina, Marcelo;Lotz, Nicole;Bacchelli, Alberto",2013,Educational Technology Research and Development,"Università della Svizzera Italiana, Via Buffi 13, 6900, Lugano, Switzerland College of Business, Zayed University, P.O. Box 19282, Dubayy, United Arab Emirates E-mail: chrysi.rapanta@zu.ac.ae;Universitat Oberta de Catalunya, eLearnCenter, Roc Boronat 117, 08018, Barcelona, Spain;The Design Group, The Open University, Walton Hall, MK7 6AA, Milton Keynes, UK;Università della Svizzera Italiana, Via Buffi 13, 6900, Lugano, Switzerland",Springer US; http://www.springer-ny.com,2018-08-01,61,4,581,605,1042-1629,1556-6501,copyright,"Association for Educational Communications and Technology, 2013",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1142301393065,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1142301393065&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1142301393065&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1142301393065&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
